WELFARECODE,MEDICINENAME,件数
1139004F2165,◇ﾊﾞﾙﾌﾟﾛ酸ﾅﾄﾘｳﾑ錠200mg,9
3399004M3126,ｲｺｻﾍﾟﾝﾄ酸ｴﾁﾙ顆粒状ｶﾌﾟｾﾙ６００ｍｇMJT院外,10
3949003F4057,◇ﾌｪﾌﾞｷｿｽﾀｯﾄOD錠10mg,1
2149040F1069,◇ｶﾝﾃﾞｻﾙﾀﾝ錠2mg,3
1172014F2163,◇ﾚﾎﾞﾒﾌﾟﾛﾏｼﾞﾝ錠25mg,5
2482009F1066,◇ﾌﾘｳｪﾙ配合錠LD,4
2482009F1058,◇ﾌﾘｳｪﾙ配合錠LD,7
1179048F2031,◇ﾌﾞﾛﾅﾝｾﾘﾝ錠4mg,5
2482011F1039,◇ﾄﾞﾛｴﾁ配合錠,2
2499418G5023,ウゴービ皮下注０．２５ｍｇSD(院外専用),5
2499418G6020,ウゴービ皮下注０．５ｍｇSD(院外専用),8
2499418G7026,ウゴービ皮下注１．０ｍｇSD(院外専用),10
2649731N1034,ナパゲルンクリーム３％・２５ｇ(院外専用),1
1179041F1068,◇ﾊﾟﾛｷｾﾁﾝ錠10mg,5
2329027D1052,◇ﾎﾟﾗﾌﾟﾚｼﾞﾝｸ顆粒15%,3
2189017F4129,◇ﾛｽﾊﾞｽﾀﾁﾝOD錠5mg,1
1190017M3039,◇ﾌﾟﾚｶﾞﾊﾞﾘﾝｶﾌﾟｾﾙ150mg,2
3229001X1029,◇塩化ｶﾘｳﾑ,2
1129009F2129,◇ｿﾞﾙﾋﾟﾃﾞﾑ酒石酸塩錠10mg,4
3229001X1053,◇塩化ｶﾘｳﾑ,1
2646713M1179,◇ﾃﾞﾙｽﾊﾟｰﾄ軟膏0.05%,1
2646713Q1073,◇ﾃﾞﾙﾄﾋﾟｶﾛｰｼｮﾝ0.05%,2
2144002F2390,◇ｴﾅﾗﾌﾟﾘﾙﾏﾚｲﾝ酸塩錠5mg,2
2260701F1387,ポビドンヨードガーグル｢マイラン｣7%･30mL,14
1139003F2055,◇ﾗﾝﾄﾞｾﾝ錠1mg,7
1319717Q1308,◇ｲﾝﾀｰﾙ点眼液2%,1
2329022H1140,◇ｵﾒﾌﾟﾗｿﾞｰﾙ錠20mg,3
6250019F1063,◇ﾊﾞﾗｼｸﾛﾋﾞﾙ錠500mg,1
2590009F6219,◇ﾅﾌﾄﾋﾟｼﾞﾙOD錠25mg,1
2144002F3205,◇ｴﾅﾗﾌﾟﾘﾙﾏﾚｲﾝ酸塩錠10mg,9
4413004C2030,◇ﾆﾎﾟﾗｼﾞﾝ小児用細粒0.6%,2
,【005】ｴﾍﾞﾛﾘﾑｽ錠【10mg】(30錠/箱)(泌尿・200051),4
1319722Q1171,◇ｵﾌﾛｷｻｼﾝ点眼液0.3%,9
,【005】ｴﾍﾞﾛﾘﾑｽ錠【5mg】(30錠/箱)(泌尿・200051),34
1319813Q1049,リンデロンＡ液５ｍｌ（点鼻用）(院外専用),2
3213400A3043,ｶﾙﾁｺｰﾙ注8.5%(3.9mEq/10mL)(院外/退院）,64
3239507X1023,ハイカリック液３号700mL(院外/退院),71
3253412A2029,プレアミンＰ注200mL(院外/退院),142
,輸液バッグ（ＡＢ－２０）ニプロ,42
6123003M1042,カナマイシンカプセル２５０ｍｇ(院外専用),3
4490028R1023,◇ﾚﾎﾞｾﾁﾘｼﾞﾝ塩酸塩DS0.5%,4
2259002R1096,◇ﾂﾛﾌﾞﾃﾛｰﾙ塩酸塩DS0.1%,1
2499419D1026,レベスティブ皮下注用３．８ｍｇ,52
2412402A5036,◇ｸﾞﾛｳｼﾞｪｸﾄ皮下注12mg,1
1169012G2059,◇ﾌﾟﾗﾐﾍﾟｷｿｰﾙ塩酸塩LA錠1.5mgMI,4
7121703X1194,◇白色ﾜｾﾘﾝ,1
6119001F1025,【限】ダフクリア錠２００ｍｇ,2
6113001B1135,バンコマイシン塩酸塩散０．５ｇ｢明治｣,5
2149041F1187,◇ﾊﾞﾙｻﾙﾀﾝ錠20mg,1
1145005M2026,◇ｲﾝﾌﾘｰSｶﾌﾟｾﾙ200mg,5
2233002C1089,◇ｶﾙﾎﾞｼｽﾃｲﾝ細粒50%,3
3327002C1138,◇ﾄﾗﾈｷｻﾑ酸細粒50%,1
6139002C1026,オラペネム小児用細粒(成分量で入力)(院外),12
6241018F1035,◇ｼﾀﾌﾛｷｻｼﾝ錠50mg,3
2149039F1066,◇ﾛｻﾙﾀﾝK錠25mg,5
4490028F1167,◇ﾚﾎﾞｾﾁﾘｼﾞﾝ塩酸塩錠5mg,3
1179044F1061,◇ｵﾗﾝｻﾞﾋﾟﾝ錠2.5mg,3
2149040F3096,◇ｶﾝﾃﾞｻﾙﾀﾝ錠8mg,3
1190011F1048,◇ﾘﾙｿﾞｰﾙ錠50mg,32
3259111A1035,ヘパンＥＤ配合内用剤ボトル（８０ｇ／本）,21
,L-105錠200mg(小児・190064),7
3259111A1035,◇ﾍﾊﾟﾝED配合内用剤,3
2399009F2056,◇ﾒｻﾗｼﾞﾝ錠500mg,2
5100121A1060,◇ﾀﾞｲｵｳ末,1
5200095D1024,◇ﾂﾑﾗ大承気湯ｴｷｽ顆粒ｲ),1
2171022F5130,◇ｱﾑﾛｼﾞﾋﾟﾝ錠10mg,3
5200073C1081,ｸﾗｼｴ小柴胡湯(3.0g/包)KB-9(院外専用),1
1329710Q1051,◇ﾓﾒﾀｿﾞﾝ点鼻液50μg56噴霧用,3
2329028F2151,◇ﾗﾍﾞﾌﾟﾗｿﾞｰﾙNa塩錠20mg,1
2649731S3057,◇ﾌｪﾙﾋﾞﾅｸﾊﾟｯﾌﾟ140mg,1
2260700C1106,◇ｱｽﾞﾚﾝ含嗽用顆粒0.4%,3
4490014F1211,◇ｴﾋﾟﾅｽﾁﾝ塩酸塩錠10mg,1
4490014F1025,◇ｱﾚｼﾞｵﾝ錠10,3
2123011F2550,◇ｱﾃﾉﾛｰﾙ錠50mg,5
1249010F1263,◇ﾁｻﾞﾆｼﾞﾝ錠1mg,4
3999056M1026,タブネオスカプセル１０ｍｇ,68
1319742Q2221,◇ﾚﾎﾞﾌﾛｷｻｼﾝ点眼液1.5%,1
1319742Q2035,◇ﾚﾎﾞﾌﾛｷｻｼﾝ点眼液1.5%,2
1319742Q2213,◇ﾚﾎﾞﾌﾛｷｻｼﾝ点眼液1.5%,3
1319742Q1306,◇ﾚﾎﾞﾌﾛｷｻｼﾝ点眼液0.5%,1
,ODM-201/BAY1841788錠300mg(140錠/本)(泌尿・9007),17
1124009F1363,◇ﾌﾞﾛﾁｿﾞﾗﾑ錠0.25mg,1
2482800S1026,◇ﾒﾉｴｲﾄﾞｺﾝﾋﾞﾊﾟｯﾁ,9
2325003F2390,◇ﾌｧﾓﾁｼﾞﾝ錠20mg,1
2290703G1020,◇ｱｽﾞﾏﾈｯｸｽﾂｲｽﾄﾍﾗｰ100μg60吸入,1
2144002F1377,◇ｴﾅﾗﾌﾟﾘﾙﾏﾚｲﾝ酸塩錠2.5mg,4
2649719S1207,◇ﾊｯﾌﾟｽﾀｰID70mg,1
2171006F1305,◇ｼﾞﾙﾁｱｾﾞﾑ塩酸塩錠30mg,7
2171006F1321,◇ｼﾞﾙﾁｱｾﾞﾑ塩酸塩錠30mg,2
,【PsA】継続Bimekizumab皮下注ｼﾘﾝｼﾞ(160mg/1mL)(整外･190045),11
6250002Q1034,ｱｼｸﾛﾋﾞﾙ内服ｾﾞﾘｰ｢日医工｣(200mg/包)(院外),1
2669701N2075,◇ｱｾﾁﾛｰﾙｸﾘｰﾑ20%,1
3334401A5062,☆ﾍﾊﾟﾘﾝNa注(5千単位/5mL)｢ﾓﾁﾀﾞ｣(院外/退院,11
3420419A8070,ダイアニール-Ｎ ＰＤ-４腹膜透析液１．５％ＵＶツイン２Ｌ,1
2399011C1069,◇ﾎﾟﾘｶﾙﾎﾞﾌｨﾙCa細粒83.3%,2
2144002F2055,◇ｴﾅﾗｰﾄ錠5mg,1
2144002F2454,◇ｴﾅﾗﾌﾟﾘﾙﾏﾚｲﾝ酸塩錠5mg,1
2290806G3024,アテキュラ吸入用カプセル高用量(院外)【AD】,6
2290806G3024,◇ｱﾃｷｭﾗ吸入用ｶﾌﾟｾﾙ高用量,1
4490026C1048,◇ﾓﾝﾃﾙｶｽﾄ細粒4mg,14
1169100F1060,◇ﾈｵﾄﾞﾊﾟｿﾞｰﾙ配合錠,19
1161001F2138,◇ｱﾏﾝﾀｼﾞﾝ塩酸塩錠100mg,2
2259707S3112,◇ﾂﾛﾌﾞﾃﾛｰﾙﾃｰﾌﾟ2mg,1
1169008F2081,◇ﾍﾟﾙｺﾞﾘﾄﾞ錠250μg,1
1161001F2146,◇ｱﾏﾝﾀｼﾞﾝ塩酸塩錠100mg,1
2359108F1066,◇ﾋﾞｰﾏｽ配合錠,8
4291055F2027,☆【限】ローブレナ錠１００ｍｇ,11
4291069F2029,◇ｱﾙﾝﾌﾞﾘｸﾞ錠90mg,1
3133001B1193,◇ﾊﾟﾝﾄｼﾝ散20%,3
3969004F2159,◇ﾎﾞｸﾞﾘﾎﾞｰｽ錠0.3mg,2
1190700S4044,◇ﾘﾊﾞｽﾁｸﾞﾐﾝﾃｰﾌﾟ18mg,1
1190012F6192,◇ﾄﾞﾈﾍﾟｼﾞﾙ塩酸塩OD錠10mg,2
1190018F6050,◇ﾒﾏﾝﾁﾝ塩酸塩OD錠20mg,1
1179044F1150,◇ｵﾗﾝｻﾞﾋﾟﾝ錠2.5mg,1
1190018F4030,◇ﾒﾏﾝﾁﾝ塩酸塩OD錠5mg,3
2659708R1076,メンタックススプレー１%･１０ml(院外専用),5
2259709G3020,◇ｽﾋﾟﾘｰﾊﾞ1.25μgﾚｽﾋﾟﾏｯﾄ60吸入,1
2160006F1026,マクサルト錠１０ｍｇ（院外専用）,22
2149113F1043,◇ﾃﾙﾁｱ配合錠AP,2
3961008F1071,◇ｸﾞﾘﾒﾋﾟﾘﾄﾞ錠1mg,3
,【MOST-ABLE】ｾﾏｸﾞﾙﾁﾄﾞ錠(神内･229004),15
2121001F1025,☆アミサリン錠125mg（院外専用）,139
2149048F1073,◇ｱｼﾞﾙｻﾙﾀﾝ錠20mg,1
1179028F1020,◇ｲﾝﾌﾟﾛﾒﾝ錠1mg,1
1179028F1097,◇ﾌﾞﾛﾑﾍﾟﾘﾄﾞｰﾙ錠1mg,5
1179028F1089,◇ﾌﾞﾛﾑﾍﾟﾘﾄﾞｰﾙ錠1mg,2
1179028F2140,◇ﾌﾞﾛﾑﾍﾟﾘﾄﾞｰﾙ錠3mg,1
1179028F2131,◇ﾌﾞﾛﾑﾍﾟﾘﾄﾞｰﾙ錠3mg,1
3961008F3090,◇ｸﾞﾘﾒﾋﾟﾘﾄﾞ錠0.5mg,1
2171022F5075,◇ｱﾑﾛｼﾞﾋﾟﾝ錠10mg,3
2183005G1293,◇ﾍﾞｻﾞﾌｨﾌﾞﾗｰﾄ徐放錠200mg,6
3969007F2063,◇ﾋﾟｵｸﾞﾘﾀｿﾞﾝ錠30mg,2
4490026F2172,◇ﾓﾝﾃﾙｶｽﾄ錠10mg,5
2149110F1163,◇ﾛｻﾙﾋﾄﾞ配合錠LD,1
2190005F2175,◇ｲﾌｪﾝﾌﾟﾛｼﾞﾙ酒石酸塩錠20mg,1
2329002D2059,◇ｱﾙｼﾞｵｷｻ顆粒20%,1
2329011C2028,◇ｿﾛﾝ細粒20%,6
2339178B1075,◇NIM配合散,4
2329002D4310,◇ｱﾙｼﾞｵｷｻ顆粒50%,9
2190005F2230,◇ｲﾌｪﾝﾌﾟﾛｼﾞﾙ酒石酸塩錠20mg,3
2139011F2020,◇ｻﾑｽｶ錠7.5mg,3
5200012D1110,◇本草乙字湯ｴｷｽ顆粒-M,1
1179048F3127,◇ﾌﾞﾛﾅﾝｾﾘﾝ錠8mg,1
5200065F1059,◇ｸﾗｼｴ四物湯ｴｷｽ錠,7
2646711S2051,ドレニゾンテープ４μg/ｃｍ2(7.5cm×10cm),1
2171022F6063,◇ｱﾑﾛｼﾞﾋﾟﾝOD錠10mg,3
1179039F3055,◇ﾌﾙﾎﾞｷｻﾐﾝﾏﾚｲﾝ酸塩錠75mg,3
3134003F2163,◇ﾋﾟﾘﾄﾞｷｻｰﾙ錠20mg,1
8115001F1092,(麻)ｺﾃﾞｲﾝﾘﾝ酸塩錠20mg,1
2249001F3032,◇ﾚｽﾌﾟﾚﾝ錠30mg,2
4291050M1027,◇ﾑﾝﾃﾞｼﾝｶﾌﾟｾﾙ100mg,2
1179005F2025,◇ｱﾀﾗｯｸｽ錠25mg,4
2655702N1094,◇ﾐｺﾅｿﾞｰﾙ硝酸塩ｸﾘｰﾑ1%,1
1319730Q1230,◇ｹﾄﾁﾌｪﾝ点眼液0.05%,1
2649735Q1020,◇ﾛｷｿﾆﾝｹﾞﾙ1%,6
2223001B1210,◇ﾒｼﾞｺﾝ散10%,6
2149041F2175,◇ﾊﾞﾙｻﾙﾀﾝ錠40mg,13
2129009F1046,◇ﾌﾚｶｲﾆﾄﾞ酢酸塩錠50mg,3
3999048G3020,◇ﾘﾝｳﾞｫｯｸ錠30mg,1
2149002F2159,◇ﾐﾆﾌﾟﾚｽ錠1mg,6
2171014G1020,◇ｱﾀﾞﾗｰﾄL錠10mg,1
2234001C2037,◇ﾋﾞｿﾙﾎﾞﾝ細粒2%,4
2233002R2061,◇ｶﾙﾎﾞｼｽﾃｲﾝDS50%,3
3133001B1215,◇ﾊﾟﾝﾃﾁﾝ散20%,9
4490026F2253,◇ﾓﾝﾃﾙｶｽﾄ錠10mg,1
3969003F3061,◇ｱｶﾙﾎﾞｰｽOD錠50mg,4
4490023F2225,◇ﾌｪｷｿﾌｪﾅｼﾞﾝ塩酸塩錠30mg,2
1319752Q1121,◇ｵﾛﾊﾟﾀｼﾞﾝ点眼液0.1%,1
3962002F1071,◇ｸﾞﾘｺﾗﾝ錠250mg,4
2149040F2316,◇ｶﾝﾃﾞｻﾙﾀﾝ錠4mg,2
2189017F1227,◇ﾛｽﾊﾞｽﾀﾁﾝ錠2.5mg,1
2316002B1053,◇耐性乳酸菌散10%,1
6290002M2026,ジフルカンカプセル１００ｍｇ（院外専用）,24
6112001M2038,◇ﾀﾞﾗｼﾝｶﾌﾟｾﾙ150mg,4
6250120X2023,ﾊﾟｷﾛﾋﾞｯﾄﾞﾊﾟｯｸ600,3
4490028F1051,◇ﾚﾎﾞｾﾁﾘｼﾞﾝ塩酸塩錠5mg,2
2325003F2330,◇ﾌｧﾓﾁｼﾞﾝ錠20mg,1
2113005F1030,◇ﾗﾆﾗﾋﾟｯﾄﾞ錠0.1mg,1
1179027F1025,◇ﾌﾟﾛﾁｱﾃﾞﾝ錠25,6
1179027F1025,プロチアデン錠２５ｍｇ（院外専用）,21
1179034F1050,テシプール錠１ｍｇ（院外専用）,1
1319710Q2060,◇ﾋﾞﾀｺﾊﾞｰﾙ点眼液0.02%,1
1179044F1142,◇ｵﾗﾝｻﾞﾋﾟﾝ錠2.5mg,6
1319720Q3086,◇ｱｲｹｱ点眼液0.1%,1
1325702Q1040,ベストロン耳鼻科用1％・5ｍｌ（院外専用）,10
2290705G2025,◇ｱﾆｭｲﾃｨ200μgｴﾘﾌﾟﾀ30吸入用,8
2290705G2025,アニュイティ200μgｴﾘﾌﾟﾀ30吸入用（院外）,2
5200075F1028,◇ｵｰｽｷﾞ小青竜湯ｴｷｽT錠,9
2559807J1020,◇ﾍﾙﾐﾁﾝS坐剤,1
1190700S3048,◇ﾘﾊﾞｽﾁｸﾞﾐﾝﾃｰﾌﾟ13.5mg,2
2399009F2072,◇ﾒｻﾗｼﾞﾝ錠500mg,2
,BAY1841788(ﾀﾞﾛﾙﾀﾐﾄﾞ)錠300mg(140錠/本)(泌尿･220201),3
,Lanadelumab皮下注ｼﾘﾝｼﾞ(300mg/2mL)(皮膚・190049),3
,【拡大】ﾗﾅﾃﾞﾙﾏﾌﾞ(TAK743)注ｼﾘﾝｼﾞ(300mg/2mL)(皮膚・200102),8
3929006S1049,ｱｾﾁﾙｼｽﾃｲﾝ内用液17.6%｢あゆみ｣(20mL/本),21
1190012F4190,◇ﾄﾞﾈﾍﾟｼﾞﾙ塩酸塩OD錠5mg,3
1169012F4021,◇ﾌﾟﾗﾐﾍﾟｷｿｰﾙ塩酸塩OD錠0.5mg,2
2259701G1071,◇ｸﾛﾓｸﾞﾘｸ酸Na吸入液1%,1
2259707S2060,◇ﾂﾛﾌﾞﾃﾛｰﾙﾃｰﾌﾟ1mg,3
1179039F3020,デプロメール錠７５ｍｇ（院外専用）,14
2129013F2022,◇ｿﾀｺｰﾙ錠80mg,13
5200130F1037,◇ｸﾗｼｴ防風通聖散ｴｷｽ錠,12
2329023F1152,◇ﾗﾝｿﾌﾟﾗｿﾞｰﾙOD錠15mg,2
4490022F3022,◇ﾀﾘｵﾝOD錠5mg,5
5200075F1052,ｸﾗｼｴ小青竜湯ｴｷｽ錠EKT-19(院外専用),1
2171022F6209,◇ｱﾑﾛｼﾞﾋﾟﾝOD錠10mg,2
2149026F2219,◇ﾄﾞｷｻｿﾞｼﾝ錠1mg,3
4490005F1603,オキサトミド錠３０ｍｇ｢ｻﾜｲ｣（院外専用）,1
6132011F1101,◇ｾﾌﾎﾟﾄﾞｷｼﾑﾌﾟﾛｷｾﾁﾙ錠100mg,1
,着多,4
2329002D4329,◇ｱﾙｼﾞｵｷｻ顆粒50%,6
1190014F1050,◇ﾀﾙﾁﾚﾘﾝ錠5mg,2
2649710M2084,◇亜鉛華(10%)単軟膏,2
1179051F1070,◇ﾐﾙﾀｻﾞﾋﾟﾝ錠15mg,7
4490022F4061,◇ﾍﾞﾎﾟﾀｽﾁﾝﾍﾞｼﾙ酸塩OD錠10mg,4
4291082F2024,☆トルカプ錠２００ｍｇ(院外専用),5
4291082F2024,◇ﾄﾙｶﾌﾟ錠200mg,2
2149110F1210,◇ﾛｻﾙﾋﾄﾞ配合錠LD,1
3999004M3137,◇ｼｸﾛｽﾎﾟﾘﾝｶﾌﾟｾﾙ10mg,2
3999004M4133,◇ｼｸﾛｽﾎﾟﾘﾝｶﾌﾟｾﾙ25mg,2
3999004M5121,◇ｼｸﾛｽﾎﾟﾘﾝｶﾌﾟｾﾙ50mg,2
3969004F1195,◇ﾎﾞｸﾞﾘﾎﾞｰｽ錠0.2,4
2149039F1180,◇ﾛｻﾙﾀﾝｶﾘｳﾑ錠25mg,2
2499011M1094,◇ﾃﾞｭﾀｽﾃﾘﾄﾞｶﾌﾟｾﾙ0.5mgAV,2
6290007M1022,◇ﾈｲﾘﾝｶﾌﾟｾﾙ100mg,2
2419700R2037,◇ﾃﾞｽﾓﾌﾟﾚｼﾝ点鼻ｽﾌﾟﾚｰ0.01%,1
2129004M1026,◇ｱｽﾍﾟﾉﾝｶﾌﾟｾﾙ10,8
2646701M2202,◇ﾍﾞﾀﾒﾀｿﾞﾝ吉草酸ｴｽﾃﾙ軟膏0.12%,1
2290806G1021,アテキュラ吸入用カプセル低用量(院外)【AD】,4
2499403A2068,☆ｵｸﾄﾚｵﾁﾄﾞ酢酸塩皮下注(100μg/1mL)｢ｻﾝﾄﾞ｣,2
2499015F1026,◇ｲｽﾂﾘｻ錠1mg,1
1149038G3022,ツートラム錠１００ｍｇ(院外専用)【AD】,4
2454700J1028,リンデロン坐剤０．５ｍｇ（院外）【AD】,2
2456700X1025,プレドネマ注腸(２０ｍｇ／６０ｍｌ)【AD】,5
4291009F1063,◇ﾋﾞｶﾙﾀﾐﾄﾞ錠80mg,1
4291066F1029,☆【限】ベレキシブル錠８０ｍｇ,45
4291066F1029,◇ﾍﾞﾚｷｼﾌﾞﾙ錠80mg,2
1190011F1021,リルテック錠５０ｍｇ,1
2190027G1030,◇ﾍﾞﾗｻｽLA錠60μg,3
8114004G1027,(麻)MSｺﾝﾁﾝ錠10mg,6
1190011F1030,◇ﾘﾙｿﾞｰﾙ錠50mg,7
2189010F1373,◇ﾌﾟﾗﾊﾞｽﾀﾁﾝNa錠5mg,1
3969006F1038,ファスティック錠３０ｍｇ（院外専用）,11
3999047F3020,エベレンゾ錠１００ｍｇ（院外専用）【AD】,14
3999047F3020,◇ｴﾍﾞﾚﾝｿﾞ錠100mg,2
1179057G2028,☆インチュニブ錠３ｍｇ（院外専用）,29
1179057G2028,インチュニブ錠３ｍｇ（院外専用）,46
1179045F5029,◇ｴﾋﾞﾘﾌｧｲOD錠6mg,3
2190104F1067,◇ｱﾏﾙｴｯﾄ配合錠4番,1
2325003F2292,◇ﾌｧﾓﾁｼﾞﾝ錠20mg,1
2290807G1026,◇ｴﾅｼﾞｱ吸入用ｶﾌﾟｾﾙ中用量,4
2649728N1075,スタデルムクリーム５％・１０ｇ(院外専用),1
2139001S1060,イソバイドシロップ70%（院外専用）【AD】,1
3327002F1193,◇ﾄﾗﾈｷｻﾑ酸錠250mg,1
2189401G3022,レパーサ皮下注ｵｰﾄﾐﾆﾄﾞｰｻﾞｰ(420mg/3.5mL)(院外),1
1190019F6038,◇ｶﾞﾗﾝﾀﾐﾝOD錠12mg,5
1190018F6092,◇ﾒﾏﾝﾁﾝ塩酸塩OD錠20mg,1
4490030F2020,◇ｱｼﾃｱﾀﾞﾆ舌下錠300単位(IR),2
1190018F2020,◇ﾒﾏﾘｰ錠10mg,1
2590010F2054,◇ｼﾛﾄﾞｼﾝ錠4mg,3
2473700M1020,ディビゲル(１ｍｇ／１ｇ／包)（院外専用）,16
1329702R7042,ﾘﾉｺｰﾄﾊﾟｳﾀﾞｰｽﾌﾟﾚｰ鼻用２５μｇ(院外専用),1
3961003F2156,◇ﾀﾞｵﾆｰﾙ錠2.5mg,2
2590009F5220,◇ﾅﾌﾄﾋﾟｼﾞﾙOD錠75mg,1
2655707Q1034,◇ｴｸｾﾙﾀﾞｰﾑ外用液1%,1
6250024F1030,テノゼット錠３００ｍｇ（院外専用）,17
2149046F2135,◇ｲﾙﾍﾞｻﾙﾀﾝ錠100mg,1
3231401J3038,ブドウ糖注５０％・200mL(院外/退院),33
3239516X1030,リハビックスＫ２号輸液(500mL)(院外/退院),21
3259117S1020,ツインラインＮＦ配合経腸用液(院外専用),82
3319560A2038,フィジオ３５輸液(500mL)（院外／退院）,2
3259117S1020,◇ﾂｲﾝﾗｲﾝNF配合経腸用液,2
4419002Q1095,◇ﾎﾟﾗﾗﾐﾝｼﾛｯﾌﾟ0.04%,4
3215400A2076,塩化カルシウム注2%(20mL)(院外/退院),16
2325003B2045,◇ﾌｧﾓﾁｼﾞﾝ細粒2%,4
3259523G3028,フルカリック１号輸液1354.5mL（院外専用）,1
3922001F1098,◇ﾀﾁｵﾝ錠50mg,4
2160002F1109,◇ﾐﾄﾞﾄﾞﾘﾝ塩酸塩錠2mg,1
1179020F1244,◇ﾊﾛﾍﾟﾘﾄﾞｰﾙ錠0.75mg,8
2590013F2090,◇ｲﾐﾀﾞﾌｪﾅｼﾝOD錠0.1mg,2
1179042F1046,◇ｸｴﾁｱﾋﾟﾝ錠25mg,1
,NPC-25ﾄﾞﾗｲｼﾛｯﾌﾟ5%(亜鉛量で入力のこと)(小児･240032),6
2646709M1121,◇ﾌﾙｺｰﾄ軟膏0.025%,2
2655710N1030,◇ｱｽﾀｯﾄｸﾘｰﾑ1%,2
1169015F3037,◇ｿﾞﾆｻﾐﾄﾞOD錠50mgTRE,1
1179019Q1030,☆アタラックス－Ｐｼﾛｯﾌﾟ0.5％(5mg/ml)院外,5
1190012F3304,◇ﾄﾞﾈﾍﾟｼﾞﾙ塩酸塩OD錠3mg,1
1190012F4084,◇ﾄﾞﾈﾍﾟｼﾞﾙ塩酸塩OD錠5mg,2
2189016F1133,◇ﾋﾟﾀﾊﾞｽﾀﾁﾝCa錠1mg,4
2259006F1098,◇ｸﾚﾝﾌﾞﾃﾛｰﾙ錠10μg,11
6241013F2241,◇ﾚﾎﾞﾌﾛｷｻｼﾝ錠250mg,1
6250002F1300,◇ｱｼｸﾛﾋﾞﾙ錠200mg,1
2171022F2106,◇ｱﾑﾛｼﾞﾋﾟﾝ錠5mg,1
,【991】ｴﾝｻﾞﾙﾀﾐﾄﾞ錠40mg(112錠/箱)(泌尿・190071）,11
2590010F2062,◇ｼﾛﾄﾞｼﾝ錠4mg,2
1149010F1136,◇ﾆﾌﾗﾝ錠75mg,2
2149026F3193,◇ﾄﾞｷｻｿﾞｼﾝ錠2mg,7
3319404A1064,補正用乳酸ナトリウム液20mL(院外/退院),5
,チャンバーセット（ＣＰ－１０Ｃ＜Ｂ＞）,6
3319404A1064,乳酸Ｎａ補正液(20mEq/20mL)院外/退院,4
3992001F1084,◇ｱﾃﾞﾎｽｺｰﾜ腸溶錠20,7
3961008F4046,◇ｸﾞﾘﾒﾋﾟﾘﾄﾞOD錠1mg,1
2149121F2087,◇ｼﾞﾙﾑﾛ配合錠HD,1
3961008F4089,◇ｸﾞﾘﾒﾋﾟﾘﾄﾞOD錠1mg,1
1319717Q1375,◇ｸﾛﾓｸﾞﾘｸ酸Na点眼液2%,1
5200072D1058,◇ﾂﾑﾗ小建中湯ｴｷｽ顆粒ｲ),7
2499418G3020,◇ｵｾﾞﾝﾋﾟｯｸ皮下注1.0mgSD,3
1319752Q1083,◇ｵﾛﾊﾟﾀｼﾞﾝ点眼液0.1%,2
2655700N1176,◇ｴﾝﾍﾟｼﾄﾞｸﾘｰﾑ1%,2
,ABBV-951皮下投与用液15mL(6本/箱)(神内・190019),18
2419001F5029,◇ﾐﾆﾘﾝﾒﾙﾄOD錠50μg,1
1179042F1054,◇ｸｴﾁｱﾋﾟﾝ錠25mg,4
1190012F3207,◇ﾄﾞﾈﾍﾟｼﾞﾙ塩酸塩OD錠3mg,1
1190012F3100,◇ﾄﾞﾈﾍﾟｼﾞﾙ塩酸塩OD錠3mg,1
,open期DS-5565錠(80錠/箱)(麻酔/脳外・180051),9
2590010F1031,◇ｼﾛﾄﾞｼﾝ錠2mg,3
2412402D9038,ジェノトロピンＴＣ注用5.3mg(院外)【AD】,39
4490026C1110,◇ﾓﾝﾃﾙｶｽﾄ細粒4mg,1
2412402P5020,ジェノトロピンゴークイック注用12mg【AD】,52
1329701Q1036,ｼﾞｵｸﾁﾙｿｼﾞｳﾑｽﾙﾎｻｸｼﾈｰﾄ耳科用液5%･10mL｢CEO｣,5
3961003F2172,◇ｸﾞﾘﾍﾞﾝｸﾗﾐﾄﾞ錠2.5mg,2
3969003F2049,◇ｱｶﾙﾎﾞｰｽ錠100mg,1
3961003F2024,☆オイグルコン錠２．５ｍｇ,6
3969003F3053,☆アカルボースＯＤ錠５０ｍｇ｢ファイザー｣,7
2646731M1053,◇ﾓﾒﾀｿﾞﾝﾌﾗﾝｶﾙﾎﾞﾝ酸ｴｽﾃﾙ軟膏0.1%,2
,BMN111皮下注(7本/箱)【age0-60M】(小児・190021),33
,長期継続BMN111皮下注(10本/箱)【age0-60M】(小児・200011),35
,長期継続BMN111溶解液ｼﾘﾝｼﾞ(10本/箱)【age0-60M】(小児・200011),19
3999465D1028,ボックスゾゴ皮下注用０．４ｍｇ(院外),78
2149035F2021,◇ｽﾌﾟﾚﾝｼﾞｰﾙ錠5mg,1
4291005F1057,◇ｵﾀﾞｲﾝ錠125mg,4
4291005F1073,◇ﾌﾙﾀﾐﾄﾞ錠125mg,2
3969012F1025,ネシーナ錠６．２５ｍｇ（院外専用）,1
2329015F2022,アプレース錠１００ｍｇ(院外専用),3
2646713M1128,◇ﾃﾞﾙﾄﾋﾟｶ軟膏0.05%,1
1125004S1030,☆フェノバールエリキシル0.4%(4mg/ml)院外,23
1139007Q1023,☆ガバペンシロップ5％(50mg/mL)(院外専用),49
